土地,1804
资本,1741
生产,1545
地租,1430
这种,1124
价格,1093
价值,1017
这个,895
一个,784
货币,709
商品,698
劳动,678
形式,673
产品,659
我们,616
情况,591
利润,580
已经,519
部分,512
作为,512
因为,505
夸特,503
可以,493
投资,485
如果,485
增加,484
这样,478
不是,477
因此,468
英国,427
银行,409
这里,403
社会,403
只是,401
就是,396
没有,380
收入,375
转化,363
这些,362
资本主义,360
来说,358
它们,356
他们,349
提供,342
但是,339
工资,336
支付,331
利息,329
由于,327
剩余价值,315
并且,306
决定,302
表现,295
级差地租,295
自己,292
市场,291
一种,288
所有者,288
超额利润,285
进行,283
不变,280
不同,279
必须,279
农业,278
马克思,274
产生,273
一样,271
过程,271
本身,268
一般,268
提高,267
条件,265
追加,263
那末,259
伦敦,255
国家,253
利息率,252
发展,252
资本家,248
发生,246
一切,244
一部分,240
信用,240
完全,237
所以,235
汇票,233
形成,228
假定,221
以前,216
英亩,213
得到,212
银行券,210
生产方式,210
全部,208
影响,205
而是,201
平均,200
其他,200
之间,199
利润率,198
流通,198
减少,198
可能,198
存在,197
恩格斯,196
所有权,196
现在,194
各种,192
例如,188
任何,185
再生产,185
直接,183
不会,181
工人,179
谷物,175
生产率,175
先令,175
万镑,174
作用,174
一定,173
银行家,172
还是,172
或者,171
下降,171
关系,169
代表,169
需要,168
不能,165
租地,163
商业,162
要素,160
关于,158
使用,157
能够,156
超过,154
按照,154
全集,154
只有,153
需求,150
出售,149
因而,148
不过,148
从而,147
现实,147
通过,146
时候,146
货币资本,146
一点,144
费用,144
危机,144
基础,143
购买,140
虽然,140
资产阶级,140
所有,138
英格兰银行,137
而且,136
结果,135
竞争,134
扩大,134
耕种,133
什么,132
甚至,132
相对,132
问题,132
消费,131
剩余劳动,129
时期,129
必然,129
出来,128
比例,128
制度,128
那些,127
性质,127
最后,126
同时,125
只要,125
经济,124
部门,124
为了,123
同样,123
总是,123
不变资本,123
经济学家,122
构成,122
前提,121
生息,120
原因,120
企业主,119
输出,119
产量,118
实际,118
说明,118
积累,118
生产者,118
汇兑,117
另一方面,116
分为,116
商人,116
差额,115
不断,115
那里,114
著作,113
变动,113
比较,112
自然,112
第六篇,111
补偿,110
余额,110
研究,110
原理,110
以及,108
引起,108
程度,107
经营,107
相反,107
取决于,107
同一,106
平均利润,106
政治经济学,106
首先,106
工业,105
场合,105
限制,104
实现,104
考察,103
出现,103
两个,103
地方,103
实际上,103
计算,103
调节作用,102
农场主,102
调节,102
认为,102
规律,101
界限,101
等等,100
占有,100
成为,99
农民,99
主要,98
降低,98
绝对,98
印度,98
理论,98
劳动力,97
源泉,97
营业,97
具有,97
肥力,96
借贷资本,96
中文版,95
分配,95
总额,95
包含,95
特别,95
手里,93
那样,93
金属,92
独立,92
等于,92
特殊,92
也就是说,91
法国,91
一些,90
东西,90
及其,90
生产力,90
相比,89
公司,89
看到,89
财富,88
用来,88
货币地租,87
互相,86
对于,86
收益,86
大量,85
生产资料,85
方法,85
存款,85
历史,85
上涨,85
通货,85
真正,84
手段,84
工厂,84
投入,84
交换,84
投在,84
贵金属,83
第五篇,83
仍然,83
耕地,83
那种,82
产业,82
随着,81
各个,81
时间,81
整个,81
这是,80
高利贷,80
职能,80
借贷,79
相等,79
组成部分,78
方面,78
创造,78
获得,77
各级,77
以后,77
一方面,77
现象,76
准备金,76
方式,76
个别,75
事实,75
国内,75
取得,75
其中,75
起来,75
德国,74
银行法,74
可变资本,73
必要,73
包括,73
根据,73
剩余产品,73
以下,72
最坏,72
不仅,72
相同,72
区别,72
撇开,72
数量,71
贸易,71
第二,71
单纯,71
阶段,71
先生,71
过剩,71
造成,70
属于,70
美国,70
每个,70
一起,70
支配,70
流通手段,69
正常,69
以上,69
贷款,69
指出,69
物质,69
利用,68
供给,68
第一,68
相应,67
流出,67
无关,67
事情,66
不管,66
规定,66
垄断,65
除了,65
状态,65
委员会,64
状况,64
不说,64
体现,63
贮藏,63
巴黎,63
剩余,62
达到,62
目的,62
加入,61
证明,61
知道,60
看作,60
生产关系,60
剥削,59
人们,59
之一,59
分析,59
事实上,59
贴现,59
转移,59
执行,58
高于,58
生活资料,58
差别,58
证券,58
阶级,58
加上,57
即使,57
表示,57
当然,57
手中,57
商品价格,57
重要,57
这时,57
部类,56
理解,56
经济学,56
出口,56
序列,55
超额,55
来看,55
上面,55
用于,55
保持,55
只能,55
变化,55
好象,54
等级,54
一次,54
输入,54
土地价格,54
水平,54
第二次,54
政治,53
运动,53
两种,53
增长,53
当时,53
非常,52
个人,52
产业资本,52
意义,52
每年,52
三个,52
发行,52
信用制度,51
错误,51
还有,51
怎样,51
要求,51
改良,50
困难,50
在于,50
定义,50
至少,50
开始,50
保证,50
立法,50
受到,50
有价证券,49
李嘉图,49
出版,49
准备,49
平均化,49
情形,49
低于,49
发现,49
耕作,49
总量,49
几乎,48
进口,48
相适应,48
普遍,48
苏格兰,48
改变,48
观点,47
有利,47
纯粹,47
联系,47
经纪人,47
地位,47
以致,47
批判,47
私人,47
公众,46
那个,46
正是,46
约翰,46
通常,46
紧迫,46
现代,46
原料,46
利益,46
预付,46
庸俗,46
一块,46
变成,45
肥沃,45
其次,45
劳动者,45
资本论,45
许多,45
消失,45
统治,45
变为,45
办法,45
此外,44
瀑布,44
由此,44
企业,44
简单,43
很大,43
尽管,43
面积,43
适用,43
财产,43
变例,42
人口,42
小麦,42
价格上涨,42
公式,42
观念,42
铁路,41
世界,41
进一步,41
采取,41
下面,41
暂时,41
位置,41
别人,41
固定资本,41
贴现率,41
最低,41
第一次,41
然后,41
连续,41
外国,40
唯一,40
这一,40
破产,40
第七篇,40
正如,40
交易,40
完成,40
为止,40
一旦,40
提出,39
预付资本,39
是否,39
正好,39
从事,39
范围,39
建筑,39
实物,39
结论,39
周期,39
根本,39
才能,39
决不,39
城市,38
以便,38
满足,38
法律,38
单个,38
机器,38
表明,38
自由,38
成本,38
确定,37
建立,37
下述,37
活动,37
证词,37
限度,37
还要,37
奴隶,37
股票,37
如下,37
价值规律,37
蒲式耳,37
清楚,37
平衡,36
农产品,36
越来越,36
矛盾,36
较坏,36
代替,36
查普曼,36
棉花,36
实行,36
正确,36
平均价格,36
多少,36
所说,36
是因为,36
领域,36
原来,36
比率,36
以外,36
结合,36
名义,36
处于,35
工作日,35
能力,35
较大,35
国外,35
立即,35
看来,35
仍旧,35
因素,35
售价,35
支出,35
集中,35
假象,35
不足,35
地主,35
十分,35
别的,35
同一个,35
说法,34
便宜,34
报告,34
增加一倍,34
至于,34
欧洲,34
某些,34
有关,34
垄断价格,34
价格下降,34
足以,34
自然力,33
后来,33
一致,33
数额,33
业务,33
期间,33
就要,33
地区,33
债务,33
将会,33
商品生产,33
斯密,33
一国,33
所有制,33
扣除,33
维持,32
重新,32
不再,32
拥有,32
规模,32
投机,32
普通,32
物品,32
合计,32
巨大,32
个别生产,31
某种,31
赋税,31
二者,31
活动家,31
无论,31
评述,31
棉纱,31
生活,31
现有,31
之外,31
主义,31
论述,31
进入,31
节约,31
殖民地,30
后者,30
当作,30
应当,30
上述,30
如此,30
雇佣劳动,30
第三卷,30
分割,30
反对,30
明显,30
是从,30
抵销,29
花费,29
荒谬,29
农村,29
增大,29
开出,29
存入,29
意大利,29
罗马,29
所谓,29
总之,29
商品资本,29
分解,29
交易所,29
家庭,28
偶然,28
国民,28
以来,28
继续,28
贵族,28
大约,28
一张,28
第二种,28
必要劳动,28
它会,28
威廉,28
感到,27
第三种,27
价值量,27
提到,27
劳动量,27
一下,27
总和,27
古代,27
引用,27
付给,27
应该,27
最高,27
大部分,27
高利贷者,27
威尔逊,27
例子,27
下跌,27
贬值,27
得出,27
信贷,26
之所以,26
增殖,26
总产量,26
工具,26
或多或少,26
合理,26
回流,26
借以,26
共产主义,26
编者注,26
纽马奇,26
几个,26
逐渐,26
独特,26
中世纪,26
第三,26
有权,26
截至,26
工人阶级,25
来自,25
金银,25
为什么,25
租金,25
国民经济,25
就是说,25
之后,25
也许,25
变得,25
可靠,25
产物,25
人物,25
一定量,25
国债,25
推动,25
见解,25
法令,25
下来,25
显著,25
怎么,25
显然,25
劳动生产率,25
股份,25
纺纱,25
最好,25
最终,25
第一种,24
贷出,24
蒲鲁东,24
权利,24
停止,24
似乎,24
设立,24
原始,24
弗里德里希,24
学派,24
世界市场,24
比如说,24
资本化,24
标准,24
耕地面积,24
奥维尔斯,24
总价值,24
无酬,24
可能性,24
谈到,24
越是,24
科学,24
于是,24
分配关系,24
始终,24
证书,24
闲置,24
加以,24
兑现,24
相信,23
应用,23
发达,23
直到,23
往往,23
柏林,23
幻想,23
分离,23
仅仅,23
当事人,23
货币流通,23
流入,23
和表,23
权力,23
形态,23
一年,23
十九世纪,23
本质,22
忘记,22
的话,22
榨取,22
固定,22
却是,22
容易,22
经验,22
本人,22
有人,22
趋势,22
贷款人,22
遭到,22
不同于,22
本来,21
参加,21
公社,21
分成,21
既然,21
统计,21
交给,21
租约,21
迅速,21
相当,21
金额,21
最初,21
一级,21
期限,21
物化,21
长期,21
耗费,21
地说,21
不论,21
时代,21
生产过剩,21
强制,21
杂志,21
无租,21
概念,21
停滞,21
英格兰,21
学家,21
剩余价值率,20
剥夺,20
媒介,20
最大,20
革命,20
第四十七章,20
范畴,20
组织,20
考虑,20
货币量,20
马尔萨斯,20
纸币,20
哲学,20
破坏,20
手工业,20
材料,20
到期,20
分别,20
地块,20
手稿,20
已定,20
等量,20
繁荣,20
各自,20
见本,20
出租,20
商行,20
废除,20
对立,20
平均水平,20
商业资本,20
大陆,20
允许,20
发生变化,19
债权,19
圣西门,19
詹姆斯,19
爆发,19
无须,19
食物,19
开垦,19
图克,19
洛里亚,19
恐慌,19
雇佣工人,19
分工,19
不可,19
便士,19
该行,19
这点,19
归结为,19
不言而喻,19
大小,19
大大,19
等价物,19
总裁,19
牲畜,19
各国,19
现金,19
兑付,19
充分,19
索引,19
中国,19
议会,18
三位一体,18
爱尔兰,18
义务,18
场所,18
两次,18
其实,18
第四十三章,18
铸币,18
回答,18
必需,18
一直,18
突然,18
下院,18
地产,18
政府,18
反过来,18
排除,18
个人消费,18
人为,18
若干,18
天然,18
前面,18
例外,18
契约,18
借给,18
就象,18
古典,18
只会,18
非农业,18
欺诈,18
一系列,18
跌落,18
业者,18
亚洲,18
到处,18
巨额,18
董事,18
额外,18
质量,18
偏离,18
无论如何,18
特征,18
不到,18
叫作,18
特有,18
担保,18
不利,18
总的说来,18
承认,18
看成,17
一句,17
排挤,17
这张,17
